Move_ID,Line_ID,Slot,Name,Name_S1,Name_S2,Name_S3,Power_S1,Power_S2,Power_S3,Cooldown,Effect_S1,Effect_S2,Effect_S3,Synergy,Anti,VFX_Description,Targets,Level_Learned,Level_Upgrade_V2,Level_Upgrade_V3
M-SLAGWORM-4,SLAGWORM,4,Mucus of Molten Slag,Molten Mucus,Slag Mucus,Mucus of Molten Slag,0,0,0,2,Mired: 1t.,"Mired: target -1 Speed stage, 2t.","Mired: target -1 Speed stage, 2t.","Ooze allies gain +15% Defense, 2t.",-,A pool of glowing slime spreads beneath the target.,enemy,10,20,44
M-RIDGEDRAKE-1,RIDGEDRAKE,1,Cragfire Devastation,Crag Dive,Cragfire Dive,Cragfire Devastation,95,130,160,3,Damage only.,Damage only.,Damage only.,-,+35% damage vs Arthropod targets.,"A vertical stoop trailing heat-shimmer, pulling up at the last metre.",enemy,24,32,55
M-RIDGEDRAKE-2,RIDGEDRAKE,2,Breath of the Mountain Forge,Furnace Breath,Kiln Breath,Breath of the Mountain Forge,70,95,120,2,"Damage; Seared: 3%/turn, 1t.","Damage; Seared: target takes 3% max HP/turn, 2t.","Damage; Seared: target takes 4% max HP/turn, 2t.",-,-,"A cone of superheated air — no flame, just distortion and blistering.",enemy,8,32,55
M-RIDGEDRAKE-3,RIDGEDRAKE,3,Ridgeclaw Evisceration,Talon Rake,Talon Gouge,Ridgeclaw Evisceration,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A gliding pass; four parallel lines open on the target.,enemy,1,32,55
M-RIDGEDRAKE-4,RIDGEDRAKE,4,Ride the Burning Wind,Updraft,Thermal Updraft,Ride the Burning Wind,0,0,0,2,"Self +10% Attack, 2t.","Self +1 Speed stage, 1t; +15% Attack, 2t.","Self +1 Speed stage, 1t; +20% Attack, 2t.",-,-,Wings catch a thermal; the drake hangs higher than it should.,self,16,32,55
M-STONECALLER-1,STONECALLER,1,Verdict of the Stone Tyrant,Stern Ruling,Tyrant's Verdict,Verdict of the Stone Tyrant,70,95,120,3,Damage; +20% more vs targets with a reduced Speed stage.,Damage; +30% more vs targets with a reduced Speed stage.,Damage; +40% more vs targets with a reduced Speed stage.,-,-,Both claws slam down in judgment; the ground cracks in a sunburst.,enemy,17,23,45
M-STONECALLER-2,STONECALLER,2,Backhand of Utter Scorn,Scornful Backhand,Contemptuous Backhand,Backhand of Utter Scorn,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A dismissive sweep of one ore-crusted claw.,enemy,1,23,45
M-STONECALLER-3,STONECALLER,3,Decree Written in Stone,Decree of Stone,Stone Decree,Decree Written in Stone,0,0,0,2,"Edict: target -1 Speed stage, 1t.","Petrifying Edict: target -1 Speed stage and -5% Attack, 2t.","Petrifying Edict: target -1 Speed stage and -10% Attack, 2t.",-,-,The Despot points; grey creeps over the target's joints.,enemy,6,23,45
M-STONECALLER-4,STONECALLER,4,Court of the Unmoving,Court of Rock,Court of Stone,Court of the Unmoving,0,0,0,2,"One ally +15% Defense, 2t.","All allies +15% Defense, 2t.","All allies +20% Defense, 2t.",Construct and Arthropod allies gain +35% Defense instead.,-,"Pillars of stone rise in a half-circle behind the team, like thrones.",ally,12,23,45
M-SANGLEECH-1,SANGLEECH,1,Total Exsanguination,Blood Sip,Exsanguinate,Total Exsanguination,95,130,160,4,Damage; user heals 25% of damage dealt; +20% more vs targets with Thin Blood.,Damage; user heals 40% of damage dealt; +30% more vs targets with Thin Blood.,Damage; user heals 50% of damage dealt; +40% more vs targets with Thin Blood.,-,-,The Sanguinarch swells visibly as the target pales.,enemy+self,18,24,46
M-SANGLEECH-2,SANGLEECH,2,Tithe of Crimson,Crimson Tithe,Blood Tithe,Tithe of Crimson,50,65,80,1,Damage; user heals 25% of damage dealt.,Damage; user heals 40% of damage dealt.,Damage; user heals 50% of damage dealt.,-,-,"The monarch feeds openly now, crown-marks flushing bright.",enemy+self,6,24,46
M-SANGLEECH-3,SANGLEECH,3,Open the Great Vein,Tap Vein,Tap the Vein,Open the Great Vein,30,40,50,0,Damage; user heals 15% of damage dealt.,Damage; user heals 25% of damage dealt.,Damage; user heals 30% of damage dealt.,-,-,A discreet puncture; a red thread runs back along the leech.,enemy+self,1,24,46
M-SANGLEECH-4,SANGLEECH,4,Venom of the Endless Bleed,Anticoagulant,Thinning Venom,Venom of the Endless Bleed,0,0,0,2,"Thin Blood: 3%/turn, 1t.","Thin Blood: target takes 3% max HP/turn, 2t; target's healing received -40%, 2t.","Thin Blood: target takes 4% max HP/turn, 2t; target's healing received -50%, 2t.",-,-,A clear secretion; the target's smallest wounds refuse to close.,enemy,12,24,46
M-CRAGGERNAUT-1,CRAGGERNAUT,1,Tidal Wall of Claws,Claw Tide,Wall of Claws,Tidal Wall of Claws,95,130,160,4,Damage as 3 hits.,Damage as 5 hits.,Damage as 5 hits.,-,-,The colony briefly un-fuses into a crashing wave of separate bodies.,enemy,21,28,52
M-CRAGGERNAUT-2,CRAGGERNAUT,2,Grip of the Multitude,Many Grips,Multitude Grip,Grip of the Multitude,50,65,80,1,"Damage; Held Fast: target -1 Speed stage, 1t.","Damage; Held Fast: target -1 Speed stage, 2t.","Damage; Held Fast: target -1 Speed stage, 2t.",-,-,Small claws by the score close on every available edge of the target.,enemy,7,28,52
M-CRAGGERNAUT-3,CRAGGERNAUT,3,Avalanche of the Colony,Colony Slam,Colony Avalanche,Avalanche of the Colony,50,65,80,0,Damage only.,Damage only.,Damage only.,-,-,A dozen fused claws strike as one fist.,enemy,1,28,52
M-CRAGGERNAUT-4,CRAGGERNAUT,4,Unbreakable Phalanx,Fuse Ranks,Lock Ranks,Unbreakable Phalanx,0,0,0,2,"+25% Defense (self, 2t).","+30% Defense (self, 2t); cleanse 1 debuff.","+35% Defense (self, 2t); cleanse 1 debuff.",-,-,The colony grinds tighter; gaps between individuals vanish.,self,14,28,52
M-VOIDSHELL-1,VOIDSHELL,1,Swallow the Light Whole,Dim Light,Swallow Light,Swallow the Light Whole,95,130,160,4,Damage only.,Damage only.,Damage only.,-,+40% damage vs Spectral targets.,The arena goes dark for one beat. The damage is already done.,enemy,22,29,53
M-VOIDSHELL-2,VOIDSHELL,2,Sting From Nowhere,Absent Sting,Hollow Sting,Sting From Nowhere,70,95,120,2,"Damage; Unmade Spot: target -10% Defense, 1t.","Damage; Unmade Spot: target -10% Defense, 2t.","Damage; Unmade Spot: target -15% Defense, 2t.",-,-,The tail strikes; where it lands there is briefly nothing at all.,enemy,8,29,53
M-VOIDSHELL-3,VOIDSHELL,3,Pinch of Unbeing,Nullpinch,Null Pinch,Pinch of Unbeing,30,40,50,0,Damage only.,Damage; ignores 10% of target Defense.,Damage; ignores 15% of target Defense.,-,-,The claw is a claw-shaped absence; the cut has no edge.,enemy,1,29,53
M-VOIDSHELL-4,VOIDSHELL,4,Carapace of Devoured Light,Lightless Carapace,Sunless Carapace,Carapace of Devoured Light,0,0,0,2,"The next creature to hit the user gains Dimmed: -10% Attack, 1t.","The next creature to hit the user gains Dimmed: target -5% Attack, 2t.","The next creature to hit the user gains Dimmed: target -10% Attack, 2t.","Void allies gain +10% Defense, 2t.",-,The shell drinks the arena's light; shadows bend toward it.,enemy,15,29,53
M-TALOS-1,TALOS,1,Downstroke of the Titan,Heavy Blow,Titan's Downstroke,Downstroke of the Titan,95,130,160,3,"Damage; Dented: target -10% Defense, 1t.","Damage; Dented: target -10% Defense, 2t.","Damage; Dented: target -15% Defense, 2t.",-,+35% damage vs Dragon targets.,Both fused claws rise past vertical and fall like a forge hammer.,enemy,21,28,51
M-TALOS-2,TALOS,2,Backfist of the Colossus,Iron Backfist,Bronze Backfist,Backfist of the Colossus,50,65,80,0,Damage only.,Damage only.,Damage only.,-,-,An ore-plated limb swings with foundry weight.,enemy,1,28,51
M-TALOS-3,TALOS,3,Bulk of the Living Mine,Ore-Bound Bulk,Orebound Mass,Bulk of the Living Mine,0,0,0,2,"+20% Defense (self, 2t).","+25% Defense (self, 2t); attackers take 5% of their damage back.","+30% Defense (self, 2t); attackers take 10% of their damage back.",-,-,Iron veins across the shell glow faintly and thicken.,self+enemy,7,28,51
M-TALOS-4,TALOS,4,Guard of the First Forge,Foundry Guard,Foundry Stance,Guard of the First Forge,0,0,0,2,"One ally takes -20% damage, 1t.","One ally takes -25% damage, 1t.","One ally takes -30% damage, 1t.",Construct allies take -45% damage instead.,-,The titan plants itself before the ally like a closing gate.,ally,14,28,51
M-MAGMACRAWLER-1,MAGMACRAWLER,1,Cataclysmic Eruption,Lava Spurt,Eruption,Cataclysmic Eruption,95,130,160,4,"Damage; Pyroclast: 3%/turn, 1t.","Damage; Pyroclast: target takes 4% max HP/turn, 2t.","Damage; Pyroclast: target takes 5% max HP/turn, 2t.",-,+40% damage vs Insect targets.,The crawler's back opens like a caldera; the arena rains fire.,enemy,24,32,56
M-MAGMACRAWLER-2,MAGMACRAWLER,2,Pyroclastic Vent,Magma Vent,Magma Geyser,Pyroclastic Vent,70,95,120,2,"Damage; Molten Coat: target -10% Defense, 1t.","Damage; Molten Coat: target -5% Defense and 2% max HP/turn, 2t.","Damage; Molten Coat: target -10% Defense and 3% max HP/turn, 2t.",-,-,A carapace seam splits; liquid rock jets across the target.,enemy,8,32,56
M-MAGMACRAWLER-3,MAGMACRAWLER,3,Volcanic Glass Guillotine,Obsidian Edge,Obsidian Blade,Volcanic Glass Guillotine,50,65,80,0,Damage only.,"Damage; Glasscut: target bleeds 2% max HP/turn, 2t.","Damage; Glasscut: target bleeds 3% max HP/turn, 2t.",-,-,A limb of cooling glass opens a seam that glows at the edges.,enemy,1,32,56
M-MAGMACRAWLER-4,MAGMACRAWLER,4,Igneous Carapace,Cooling Shell,Basalt Shell,Igneous Carapace,0,0,0,2,"+20% Defense (self, 2t).","+25% Defense (self, 2t); +10% Attack next turn.","+30% Defense (self, 2t); +15% Attack next turn.",-,-,The surface blackens and crazes; heat banks deeper inside.,self,16,32,56
M-GUSTWING-1,GUSTWING,1,Sky-Rending Laceration,Sky Cut,Sky Lacerate,Sky-Rending Laceration,95,130,160,3,Damage; +20% more if user's Speed is higher than the target's.,Damage; +30% more if user's Speed is higher than the target's.,Damage; +40% more if user's Speed is higher than the target's.,-,-,The bird vanishes upward; the sky itself seems to slice downward.,enemy+self,16,21,45
M-GUSTWING-2,GUSTWING,2,Guillotine Dive,Scissor Dive,Shearing Dive,Guillotine Dive,70,95,120,2,Damage only.,"Damage; Cutting Gale: target bleeds 2% max HP/turn, 2t.","Damage; Cutting Gale: target bleeds 3% max HP/turn, 2t.",-,-,Two crossing dive-passes leave an X of parted air.,enemy,6,21,45
M-GUSTWING-3,GUSTWING,3,Bladewind Shear,Wind Shear,Cutting Shear,Bladewind Shear,30,40,50,0,Damage only.,Damage; +15% more if user acted before the target this turn.,Damage; +20% more if user acted before the target this turn.,-,-,A wingbeat leaves a visible blade of compressed air.,enemy+self,1,21,45
M-GUSTWING-4,GUSTWING,4,Slipstream Ascendant,Tailwind,Swift Tailwind,Slipstream Ascendant,0,0,0,2,"One ally +1 Speed stage, 1t.","All allies +1 Speed stage, 1t.","All allies +1 Speed stage, 1t.",Avian allies gain +1 Speed stage for 2t instead.,-,"A ribbon of wind curls around the team, lifting feathers and dust.",ally,11,21,45
M-STORMCROW-1,STORMCROW,1,Crown of the Storm,Storm Perch,Stormcrown,Crown of the Storm,70,95,120,3,Damage; +25% more vs targets with Charged.,Damage; +40% more vs targets with Charged.,Damage; +50% more vs targets with Charged.,-,-,"Every spark on the field leaps to the crow's brow, then to the target.",enemy,17,22,46
M-STORMCROW-2,STORMCROW,2,Sphere of Screaming Volts,Ball Lightning,Orb Lightning,Sphere of Screaming Volts,50,65,80,1,Damage only.,"Damage; Galvanic Jolt: target -1 Speed stage, 1t.","Damage; Galvanic Jolt: target -1 Speed stage, 1t.",-,-,"A slow, wandering sphere of light that detonates on contact.",enemy,6,22,46
M-STORMCROW-3,STORMCROW,3,Peck of the Thunderhead,Static Peck,Voltaic Peck,Peck of the Thunderhead,30,40,50,0,Damage only.,Damage; Charged: the next hit against the target deals +10% more.,Damage; Charged: the next hit against the target deals +15% more.,-,-,A peck that leaves a crawling blue spark behind.,enemy,1,22,46
M-STORMCROW-4,STORMCROW,4,Summons of the Thunderhead,Thundercall,Call Thunder,Summons of the Thunderhead,0,0,0,2,"Self +10% Attack, 1t.","Self +5% Attack, 2t.","Self +10% Attack, 2t.","Elemental allies gain +25% Attack, 2t.",-,The crow spreads its wings; distant thunder answers on cue.,self,11,22,46
M-THUNDERMOTH-1,THUNDERMOTH,1,Overload Cataclysm,Static Flash,Overload Flash,Overload Cataclysm,50,65,80,3,"Damage; Whiteout: target -10% Attack, 1t.","Damage; Whiteout: target -15% Attack, 1t.","Damage; Whiteout: target -20% Attack, 1t.",-,-,One blinding discharge; afterimages of the wing pattern hang in the air.,enemy,17,23,42
M-THUNDERMOTH-2,THUNDERMOTH,2,Galvanic Dustburst,Dust Zap,Charged Dust,Galvanic Dustburst,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,Glittering wing-dust ignites in a crackling flash.,enemy,1,23,42
M-THUNDERMOTH-3,THUNDERMOTH,3,Fieldkiller Pulse,EM Pulse,Electromagnetic Pulse,Fieldkiller Pulse,0,0,0,2,"Scrambled: target -10% Attack, 1t.","Scrambled: target -10% Attack, 2t.","Scrambled: target -15% Attack, 2t.",-,Duration doubled vs Construct targets.,The moth's wings pulse once; the air hums wrong.,enemy,6,23,42
M-THUNDERMOTH-4,THUNDERMOTH,4,Wings of the Iron Storm,Magnet Wings,Magnetized Wings,Wings of the Iron Storm,0,0,0,2,Next hit taken -25%.,Next 2 hits taken -20%.,Next 2 hits taken -25%.,-,-,Incoming force visibly curves away from the wings' field.,self,12,23,42
M-ROC-1,ROC,1,Bearer of Mountains,Stone Lift,Mountain-Bearer,Bearer of Mountains,95,130,160,4,"Damage; Flattened: target -1 Speed stage, 1t.","Damage; Flattened: target -1 Speed stage, 2t.","Damage; Flattened: target -1 Speed stage, 2t.",-,+30% damage vs Serpent targets.,Not a boulder this time — a piece of the peak itself.,enemy,18,24,47
M-ROC-2,ROC,2,Fall of Mountains,Boulder Drop,Crag Drop,Fall of Mountains,70,95,120,2,"Damage; Crushed: target -10% Defense, 1t.","Damage; Crushed: target -5% Defense, 2t.","Damage; Crushed: target -10% Defense, 2t.",-,-,A shadow grows; the boulder arrives from higher than seems fair.,enemy,12,24,47
M-ROC-3,ROC,3,Stoop of the Sky Tyrant,Hunting Stoop,Deathstoop,Stoop of the Sky Tyrant,50,65,80,1,Damage; +15% more if user acted before the target this turn.,Damage; +25% more if user acted before the target this turn.,Damage; +30% more if user acted before the target this turn.,-,-,A folded-wing dive that flattens grass in a widening ring.,enemy+self,6,24,47
M-ROC-4,ROC,4,Seizure of the Great Talon,Talon Snatch,Talon Seize,Seizure of the Great Talon,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,Talons the size of gates close and release.,enemy,1,24,47
M-GALEHOWL-1,GALEHOWL,1,Twisterfang Cataclysm,Wind Fang,Twisterfang,Twisterfang Cataclysm,70,95,120,3,Damage; +20% more vs targets with Spun.,Damage; +30% more vs targets with Spun.,Damage; +40% more vs targets with Spun.,-,-,The chimera rides its own tornado down onto the target.,enemy,19,25,48
M-GALEHOWL-2,GALEHOWL,2,Bite of the Keening Wind,Keening Bite,Howling Bite,Bite of the Keening Wind,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,The wolf-jaws close; the howl continues through the bite.,enemy,1,25,48
M-GALEHOWL-3,GALEHOWL,3,Howl of the Devouring Sky,Tornado Howl,Cyclone Howl,Howl of the Devouring Sky,0,0,0,2,"Spun: target -1 Speed stage, 1t.","Spun: target -1 Speed stage and -5% Attack, 2t.","Spun: target -1 Speed stage and -10% Attack, 2t.",-,-,The howl becomes a visible funnel that walks toward the target.,enemy,7,25,48
M-GALEHOWL-4,GALEHOWL,4,Heart of the Vortex,Eye of the Wind,Eye of the Funnel,Heart of the Vortex,0,0,0,2,One ally's next hit taken -20%.,One ally's next hit taken -25%.,One ally's next hit taken -30%.,Avian allies get -45% instead.,-,A ring of calm air settles around the ally; debris orbits it.,ally,13,25,48
M-VOLTMANTLE-1,VOLTMANTLE,1,Megavolt Execution,Volt Touch,Megavolt Delivery,Megavolt Execution,95,130,160,3,Damage only.,Damage only.,Damage only.,-,+40% damage vs Aquatic targets.,The mantle glows white and grounds its entire charge through the target.,enemy,20,26,49
M-VOLTMANTLE-2,VOLTMANTLE,2,Arc of Total Discharge,Discharge Sweep,Discharge Arc,Arc of Total Discharge,70,95,120,2,Damage only.,"Damage; Grounded Twitch: target -1 Speed stage, 1t.","Damage; Grounded Twitch: target -1 Speed stage, 1t.",-,-,A low pass trailing a curtain of arcing current.,enemy,13,26,49
M-VOLTMANTLE-3,VOLTMANTLE,3,Graze of the Live Wire,Volt Graze,Volt Brush,Graze of the Live Wire,30,40,50,0,Damage only.,Damage; +15% more if user acted before the target this turn.,Damage; +20% more if user acted before the target this turn.,-,-,A gliding pass; a single arc snaps from wingtip to target.,enemy+self,1,26,49
M-VOLTMANTLE-4,VOLTMANTLE,4,Ride the Burning Current,Thermal Ride,Thermal Soar,Ride the Burning Current,0,0,0,1,"Self +1 Speed stage, 1t.","Self +1 Speed stage, 2t.","Self +1 Speed stage, 2t.",-,-,The ray banks into an unseen column of rising air.,self,7,26,49
M-COUATL-1,COUATL,1,Sky Serpent's Verdict,Sky Verdict,Serpent's Verdict,Sky Serpent's Verdict,95,130,160,3,Damage only.,Damage only.,Damage only.,-,+35% damage vs Reptile targets.,The clouds part in a spiral; the couatl descends the middle of it.,enemy,20,27,50
M-COUATL-2,COUATL,2,Feathered Thunderbolt,Plume Spark,Feathered Lightning,Feathered Thunderbolt,70,95,120,2,Damage as 2 hits.,Damage as 2 hits.,Damage as 2 hits.,-,-,"Two strikes from two directions, trailing rainbow after-glare.",enemy,7,27,50
M-COUATL-3,COUATL,3,Quetzal Scourge,Plume Strike,Plumed Lash,Quetzal Scourge,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A feathered coil lashes out of a cloudbank.,enemy,1,27,50
M-COUATL-4,COUATL,4,Coil of the High Storm,Cloudcoil,Stormcoil,Coil of the High Storm,0,0,0,2,"Self +10% Attack, 2t.","Self +15% Attack, 2t; next hit taken -15%.","Self +20% Attack, 2t; next hit taken -20%.",-,-,The serpent winds itself in cloud until only colours show through.,self,14,27,50
M-TYPHON-1,TYPHON,1,Storm of a Hundred Heads,Many Roars,Hundred-Headed Storm,Storm of a Hundred Heads,95,130,160,4,Damage as 3 hits.,Damage as 4 hits; each applies 1t of Lowpressure.,Damage as 4 hits; each applies 1t of Lowpressure.,-,-,"Funnel clouds descend like striking heads, one after another.",enemy,22,29,52
M-TYPHON-2,TYPHON,2,Maw of the Worldstorm,Storm Maw,Tempest Maw,Maw of the Worldstorm,50,65,80,0,Damage only.,Damage only.,Damage only.,-,-,The dragon's mouth opens on rotating winds.,enemy,1,29,52
M-TYPHON-3,TYPHON,3,Front of Crushing Skies,Pressure Front,Crushing Front,Front of Crushing Skies,0,0,0,2,"Lowpressure: target -10% Defense, 1t.","Lowpressure: target -5% Defense and -5% Attack, 2t.","Lowpressure: target -10% Defense and -10% Attack, 2t.",-,-,Ears pop; the light goes storm-green around the target.,enemy,8,29,52
M-TYPHON-4,TYPHON,4,Ward of the Turning Sky,Cyclone Shield,Cyclone Ward,Ward of the Turning Sky,0,0,0,2,"+20% Defense (self, 2t).","+25% Defense (self, 2t); attackers take 5% of their damage back.","+30% Defense (self, 2t); attackers take 10% of their damage back.",-,-,The tempest tightens around the dragon into a visible wall.,self+enemy,15,29,52
M-ANZU-1,ANZU,1,The Wind That Was First,First Gust,Primordial Gale,The Wind That Was First,95,130,160,4,"Damage; Tempo Theft: target -1 Speed stage, 1t.","Damage; Tempo Theft: target -2 Speed stages, 2t; self +1 Speed stage, 2t.","Damage; Tempo Theft: target -2 Speed stages, 2t; self +1 Speed stage, 2t.",-,-,For a moment all wind everywhere blows from one direction: Anzu's.,enemy+self,23,30,53
M-ANZU-2,ANZU,2,Stormfeather Tempest,Feather Flick,Stormfeather Volley,Stormfeather Tempest,50,65,80,1,Damage as 2 hits.,Damage as 3 hits; each +5% more if user acted before the target.,Damage as 3 hits; each +10% more if user acted before the target.,-,-,Feathers leave the impossible wings like thrown knives.,enemy+self,8,30,53
M-ANZU-3,ANZU,3,First Wind,Rising Draft,Leading Wind,First Wind,30,40,50,0,Damage; +15% more if user acted before the target this turn.,Damage; +20% more if user acted before the target this turn.,Damage; +25% more if user acted before the target this turn.,-,-,The strike lands before the wingbeat is heard.,enemy+self,1,30,53
M-ANZU-4,ANZU,4,Unbroken Gale,Tailwind,Relentless Gale,Unbroken Gale,0,0,0,2,"One ally +1 Speed stage, 1t.","All allies +1 Speed stage, 2t; self +2 Speed stages, 1t.","All allies +1 Speed stage, 2t; self +2 Speed stages, 1t.",-,-,The gale that has never stopped bends to pass through the team.,ally+self,15,30,53
M-STORMFATHER-1,STORMFATHER,1,I Am the Storm Entire,Storm Rise,I Am the Storm,I Am the Storm Entire,95,130,160,4,"Damage; Struck Twice: 3%/turn, 1t.","Damage; Struck Twice: target takes 4% max HP/turn, 2t; target -1 Speed stage, 1t.","Damage; Struck Twice: target takes 5% max HP/turn, 2t; target -1 Speed stage, 1t.",-,+30% damage vs Construct targets.,The dragon dissolves into the stormfront; the stormfront attacks.,enemy,22,29,55
M-STORMFATHER-2,STORMFATHER,2,Spear of the Sky's Wrath,Lightning Spear,Levin Spear,Spear of the Sky's Wrath,70,95,120,2,Damage; ignores 10% of target Defense.,Damage; ignores 15% of target Defense.,Damage; ignores 20% of target Defense.,-,-,"A single bolt held in the claw like a javelin, then thrown.",enemy,8,29,55
M-STORMFATHER-3,STORMFATHER,3,Rake of Rolling Thunder,Thunder Rake,Thunderclaw Rake,Rake of Rolling Thunder,50,65,80,0,Damage only.,Damage only.,Damage only.,-,-,Claws of the storm-merged dragon trail forked light.,enemy,1,29,55
M-STORMFATHER-4,STORMFATHER,4,Convocation of Storms,Stormcall,Call the Storm,Convocation of Storms,0,0,0,2,"Self +15% Attack, 2t.","Self +20% Attack, 2t.","Self +25% Attack, 2t.","Elemental and Dragon allies gain +15% Attack, 2t.",-,The permanent storm above deepens and leans toward the field.,self,15,29,55
M-BOGHOPPER-1,BOGHOPPER,1,Ballistic Launch,Hop Ball,Launch Ball,Ballistic Launch,70,95,120,2,Damage; +20% more if user has an active Defense buff — consumes it.,Damage; +30% more if user has an active Defense buff — consumes it.,Damage; +40% more if user has an active Defense buff — consumes it.,-,-,The inflated ball fires itself like a released cork.,enemy+self,6,24,43
M-BOGHOPPER-2,BOGHOPPER,2,Gutwater Deluge,Gut Splash,Gutwater Burst,Gutwater Deluge,50,65,80,3,"Damage; Fouled: target -10% Attack, 1t.","Damage; Fouled: target -10% Attack, 2t.","Damage; Fouled: target -15% Attack, 2t.",-,-,The toad vents swallowed bogwater in a rancid pressure-jet.,enemy,18,24,43
M-BOGHOPPER-3,BOGHOPPER,3,Slamdown Rebound,Bounce Slam,Crushing Bounce,Slamdown Rebound,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,The toad arcs up and lands seat-first on the target.,enemy,1,24,43
M-BOGHOPPER-4,BOGHOPPER,4,Titanic Inflation,Puff,Inflate,Titanic Inflation,0,0,0,2,"+25% Defense (self, 2t).","+30% Defense (self, 2t).","+35% Defense (self, 2t).",-,-,"The toad swells into a taut, quivering sphere.",self,12,24,43
M-MIRENEWT-1,MIRENEWT,1,Fever Beyond Waking,Odd Dream,Fever Dream,Fever Beyond Waking,50,65,80,3,Damage; +25% more vs targets with Wyrd Visions.,Damage; +40% more vs targets with Wyrd Visions.,Damage; +50% more vs targets with Wyrd Visions.,-,-,The bog warps kaleidoscopically around the target as the hit lands.,enemy,18,24,44
M-MIRENEWT-2,MIRENEWT,2,Toxin-Slick Lash,Slick Strike,Slick Lash,Toxin-Slick Lash,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,"A whip of the glistening tail, gone before the spray lands.",enemy,1,24,44
M-MIRENEWT-3,MIRENEWT,3,Coat of Waking Nightmares,Hallucinogen Coat,Delirium Coat,Coat of Waking Nightmares,0,0,0,2,"Wyrd Visions: target -10% Attack, 1t.","Wyrd Visions: target -15% Attack, 2t.","Wyrd Visions: target -20% Attack, 2t.",-,-,The target's pupils bloom; it flinches at things that are not there.,enemy,6,24,44
M-MIRENEWT-4,MIRENEWT,4,Molt of the Deceiver,Skinshed,Shed Skin,Molt of the Deceiver,0,0,0,2,cleanse 1 debuff.,"Cleanse up to 2 self debuffs; +1 Speed stage, 1t.","Cleanse all self debuffs; +1 Speed stage, 1t.",-,-,"The newt slides out of its own skin, leaving troubles in the husk.",self,12,24,44
M-ROTFLY-1,ROTFLY,1,Blightswarm Pestilence,Blight Buzz,Blightswarm,Blightswarm Pestilence,70,95,120,3,"Damage; Larval Rot: target takes 2% max HP/turn, 2t.","Damage; Larval Rot: target takes 3% max HP/turn, 3t.","Damage; Larval Rot: target takes 4% max HP/turn, 3t.",-,+30% damage vs Beast targets.,The fly multiplies into a droning column that passes through the target.,enemy,15,20,42
M-ROTFLY-2,ROTFLY,2,Sting That Wakes the Dead,Reanimating Sting,Gravewake Sting,Sting That Wakes the Dead,50,65,80,1,Damage only.,Damage only.,Damage only.,"Undead allies gain +20% Attack, 2t when this hits.",-,The sting glows faint green; nearby dead things twitch.,enemy,5,20,42
M-ROTFLY-3,ROTFLY,3,Carrion-Feeder's Bite,Corpse Nip,Carrion Nip,Carrion-Feeder's Bite,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A quick bite that smells worse than it looks.,enemy,1,20,42
M-ROTFLY-4,ROTFLY,4,Clutch of Writhing Blight,Plague Eggs,Blight Clutch,Clutch of Writhing Blight,0,0,0,2,"Larval Rot: 3%/turn, 1t.","Larval Rot: target takes 3% max HP/turn, 2t.","Larval Rot: target takes 4% max HP/turn, 2t.",-,-,A clutch of pale eggs deposited in one pass; they do not stay eggs.,enemy,10,20,42
M-LICHFROG-1,LICHFROG,1,Stitchflesh Abomination,Stitch Skin,Stitchflesh,Stitchflesh Abomination,70,95,120,3,Damage; user heals 10% of damage dealt.,Damage; user heals 15% of damage dealt.,Damage; user heals 20% of damage dealt.,-,-,Threads of bog-magic sew stolen vigor into the frog's open wounds.,enemy+self,13,26,49
M-LICHFROG-2,LICHFROG,2,Marrowtongue Scourge,Bonetongue,Bonetongue Lash,Marrowtongue Scourge,30,40,50,0,Damage only.,Damage only.,Damage only.,-,-,A tongue of vertebrae lashes out and retracts.,enemy,1,26,49
M-LICHFROG-3,LICHFROG,3,Benediction of Rot,Bog Blessing,Bog Benediction,Benediction of Rot,0,0,0,3,Heal one ally 15% max HP.,Heal one ally 20% max HP.,Heal one ally 25% max HP.,Undead and Amphibian allies are healed 10% more.,-,Marsh-light gathers in the frog's ribcage and pours over the ally.,ally,20,26,49
M-LICHFROG-4,LICHFROG,4,Croak of the Grave,Deathcroak,Dirgecroak,Croak of the Grave,0,0,0,2,"Grave Chill: target -10% Attack, 1t.","Grave Chill: target -5% Attack and -1 Speed stage, 2t.","Grave Chill: target -10% Attack and -1 Speed stage, 2t.",-,-,A croak from a throat that no longer needs air; frost rims the water.,enemy,7,26,49
M-WISPMAW-1,WISPMAW,1,Feast of Stolen Light,Glow Snack,Glowfeast,Feast of Stolen Light,50,65,80,2,Damage; +20% more vs targets with Transfixed.,Damage; +35% more vs targets with Transfixed.,Damage; +45% more vs targets with Transfixed.,-,-,The maw opens beneath the light the target was watching.,enemy,7,27,50
