Floor,Zone,Encounter_Type,Is_Boss,Visual_Theme,BG_Path,BG_Prompt,BG_Size,BG_Status,Parallax_Path,Parallax_Prompt,Parallax_Status,Prop_1,Prop_2,Prop_3,Prop_Folder,Map_Preview_Path,Map_Preview_Status,Map_Populated_Path,Map_Populated_Status,Ground_Plate_Path,Ground_Plate_Prompt,Ground_Plate_Size,Ground_Plate_Status
77,Underwater Cave,Cave,No,Spore Chimney,floors/backgrounds/floor_077.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Spore Chimney, Underwater Cave zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/underwater_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, bioluminescent cavern, blue-green glow, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,glowing spore cloud,crystal formation,dripping stalactite,floors/props/underwater_cave/,floors/previews/floor_077_empty.png,pending,floors/previews/floor_077_populated.png,pending,floors/ground_plates/floor_077.png,"Spore Chimney, Underwater Cave zone, Cave floor. A vertical shaft coated in fungal growth, spores drifting like slow snow. Zone palette: dark wet stone, deep teal water, soft bioluminescent blues and greens, pale fungal growth. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
78,Underwater Cave,Fishing,No,Sunken Passage,floors/backgrounds/floor_078.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Sunken Passage, Underwater Cave zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/underwater_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, bioluminescent cavern, blue-green glow, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,glowing spore cloud,crystal formation,dripping stalactite,floors/props/underwater_cave/,floors/previews/floor_078_empty.png,pending,floors/previews/floor_078_populated.png,pending,floors/ground_plates/floor_078.png,"Sunken Passage, Underwater Cave zone, Fishing floor. A fully flooded tunnel requiring a held breath and steady nerves. Zone palette: dark wet stone, deep teal water, soft bioluminescent blues and greens, pale fungal growth. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
79,Underwater Cave,Cave,No,Tendril Hollow,floors/backgrounds/floor_079.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Tendril Hollow, Underwater Cave zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/underwater_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, bioluminescent cavern, blue-green glow, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,glowing spore cloud,crystal formation,dripping stalactite,floors/props/underwater_cave/,floors/previews/floor_079_empty.png,pending,floors/previews/floor_079_populated.png,pending,floors/ground_plates/floor_079.png,"Tendril Hollow, Underwater Cave zone, Cave floor. A cave whose walls seem to shift and pulse, some of it clearly alive. Zone palette: dark wet stone, deep teal water, soft bioluminescent blues and greens, pale fungal growth. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
80,Underwater Cave,Cave,Yes,The Abyssal Bloom,floors/backgrounds/floor_080.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, boss arena, The Abyssal Bloom, enclosed space, ominous atmosphere, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1024x1024,prompt_ready,floors/parallax/underwater_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, bioluminescent cavern, blue-green glow, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,glowing spore cloud,crystal formation,dripping stalactite,floors/props/underwater_cave/,floors/previews/floor_080_empty.png,pending,floors/previews/floor_080_populated.png,pending,floors/ground_plates/floor_080.png,"Boss arena: The Abyssal Bloom, Underwater Cave zone. A massive fungal-mollusk hybrid mass has claimed this cavern as its own, unfurling as you enter. Zone palette: dark wet stone, deep teal water, soft bioluminescent blues and greens, pale fungal growth. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG boss arena projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, the arena fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, the entire arena visible. In the EXACT CENTER of the frame stands a large raised platform where the boss will stand — the platform's materials and design match the zone identity, clearly elevated, imposing, unmistakably the focal point. Around the platform the arena floor is richly dressed with environmental elements and details matching the zone theme, painted directly into the scene. Dramatic cinematic lighting focused on the central platform, deep shadows at the arena edges, ominous powerful atmosphere — but the platform itself clearly lit. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, gritty realistic texture, muted natural tones with strong dramatic accents — NOT cartoon, NOT cel-shaded, NOT neon. No creatures, no characters, no UI, no text, no watermark.",2560x1440,generated
81,Gemstone Cave,Outdoors,No,Crystal Outcrop,floors/backgrounds/floor_081.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Crystal Outcrop, Gemstone Cave zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/gemstone_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, faceted crystal walls, prismatic light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,shattered mirror,floating gem shard,spectral candelabra,floors/props/gemstone_cave/,floors/previews/floor_081_empty.png,pending,floors/previews/floor_081_populated.png,pending,floors/ground_plates/floor_081.png,"Crystal Outcrop, Gemstone Cave zone, Outdoors floor. Veins of raw gemstone catch the light at the cave's entrance, unnervingly beautiful. Zone palette: dark stone, glinting crystal facets of amethyst and quartz, cold jewel tones, dusty crypt grey. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
82,Gemstone Cave,Cave,No,Refracted Hollow,floors/backgrounds/floor_082.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Refracted Hollow, Gemstone Cave zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/gemstone_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, faceted crystal walls, prismatic light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,shattered mirror,floating gem shard,spectral candelabra,floors/props/gemstone_cave/,floors/previews/floor_082_empty.png,pending,floors/previews/floor_082_populated.png,pending,floors/ground_plates/floor_082.png,"Refracted Hollow, Gemstone Cave zone, Cave floor. Crystal formations scatter torchlight into a hundred shifting, ghostly shapes. Zone palette: dark stone, glinting crystal facets of amethyst and quartz, cold jewel tones, dusty crypt grey. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
83,Gemstone Cave,Cave,No,Silent Gallery,floors/backgrounds/floor_083.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Silent Gallery, Gemstone Cave zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/gemstone_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, faceted crystal walls, prismatic light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,shattered mirror,floating gem shard,spectral candelabra,floors/props/gemstone_cave/,floors/previews/floor_083_empty.png,pending,floors/previews/floor_083_populated.png,pending,floors/ground_plates/floor_083.png,"Silent Gallery, Gemstone Cave zone, Cave floor. A wide crystal chamber where sound seems to vanish the moment it's made. Zone palette: dark stone, glinting crystal facets of amethyst and quartz, cold jewel tones, dusty crypt grey. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
84,Gemstone Cave,Fishing,No,Still Reflection Pool,floors/backgrounds/floor_084.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Still Reflection Pool, Gemstone Cave zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/gemstone_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, faceted crystal walls, prismatic light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,shattered mirror,floating gem shard,spectral candelabra,floors/props/gemstone_cave/,floors/previews/floor_084_empty.png,pending,floors/previews/floor_084_populated.png,pending,floors/ground_plates/floor_084.png,"Still Reflection Pool, Gemstone Cave zone, Fishing floor. An underground pool so clear and still it mirrors the cave ceiling perfectly. Zone palette: dark stone, glinting crystal facets of amethyst and quartz, cold jewel tones, dusty crypt grey. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
85,Gemstone Cave,Cave,No,The Weeping Crystal Tomb,floors/backgrounds/floor_085.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, The Weeping Crystal Tomb, Gemstone Cave zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/gemstone_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, faceted crystal walls, prismatic light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,shattered mirror,floating gem shard,spectral candelabra,floors/props/gemstone_cave/,floors/previews/floor_085_empty.png,pending,floors/previews/floor_085_populated.png,pending,floors/ground_plates/floor_085.png,"The Weeping Crystal Tomb, Gemstone Cave zone, Cave floor. An ornate crystal sarcophagus chamber, faint sobbing echoing from no visible source. Zone palette: dark stone, glinting crystal facets of amethyst and quartz, cold jewel tones, dusty crypt grey. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
86,Gemstone Cave,Cave,No,Bloodlit Passage,floors/backgrounds/floor_086.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Bloodlit Passage, Gemstone Cave zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/gemstone_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, faceted crystal walls, prismatic light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,shattered mirror,floating gem shard,spectral candelabra,floors/props/gemstone_cave/,floors/previews/floor_086_empty.png,pending,floors/previews/floor_086_populated.png,pending,floors/ground_plates/floor_086.png,"Bloodlit Passage, Gemstone Cave zone, Cave floor. Crystal veins here run a deep, unsettling red, casting the tunnel in crimson light. Zone palette: dark stone, glinting crystal facets of amethyst and quartz, cold jewel tones, dusty crypt grey. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
87,Gemstone Cave,Fishing,No,Sunken Reliquary,floors/backgrounds/floor_087.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Sunken Reliquary, Gemstone Cave zone, fishing terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/gemstone_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, faceted crystal walls, prismatic light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,shattered mirror,floating gem shard,spectral candelabra,floors/props/gemstone_cave/,floors/previews/floor_087_empty.png,pending,floors/previews/floor_087_populated.png,pending,floors/ground_plates/floor_087.png,"Sunken Reliquary, Gemstone Cave zone, Fishing floor. A flooded burial chamber, old grave goods glinting beneath the water. Zone palette: dark stone, glinting crystal facets of amethyst and quartz, cold jewel tones, dusty crypt grey. The floor centers on a body of water as a major surface — water and its banks or bed dominate, with walkable ground around or beneath it. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
88,Gemstone Cave,Cave,No,Whispering Vein,floors/backgrounds/floor_088.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Whispering Vein, Gemstone Cave zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/gemstone_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, faceted crystal walls, prismatic light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,shattered mirror,floating gem shard,spectral candelabra,floors/props/gemstone_cave/,floors/previews/floor_088_empty.png,pending,floors/previews/floor_088_populated.png,pending,floors/ground_plates/floor_088.png,"Whispering Vein, Gemstone Cave zone, Cave floor. A narrow tunnel where the crystal formations seem to murmur just below hearing. Zone palette: dark stone, glinting crystal facets of amethyst and quartz, cold jewel tones, dusty crypt grey. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
89,Gemstone Cave,Cave,No,Hollow Court,floors/backgrounds/floor_089.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Hollow Court, Gemstone Cave zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/gemstone_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, faceted crystal walls, prismatic light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,shattered mirror,floating gem shard,spectral candelabra,floors/props/gemstone_cave/,floors/previews/floor_089_empty.png,pending,floors/previews/floor_089_populated.png,pending,floors/ground_plates/floor_089.png,"Hollow Court, Gemstone Cave zone, Cave floor. A grand chamber that was once clearly ceremonial, now cold and abandoned. Zone palette: dark stone, glinting crystal facets of amethyst and quartz, cold jewel tones, dusty crypt grey. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
90,Gemstone Cave,Cave,Yes,The Undying Crypt,floors/backgrounds/floor_090.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, boss arena, The Undying Crypt, enclosed space, ominous atmosphere, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1024x1024,prompt_ready,floors/parallax/gemstone_cave_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, faceted crystal walls, prismatic light, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,shattered mirror,floating gem shard,spectral candelabra,floors/props/gemstone_cave/,floors/previews/floor_090_empty.png,pending,floors/previews/floor_090_populated.png,pending,floors/ground_plates/floor_090.png,"Boss arena: The Undying Crypt, Gemstone Cave zone. The deepest tomb in the cave, sealed for a reason nobody living remembers. Zone palette: dark stone, glinting crystal facets of amethyst and quartz, cold jewel tones, dusty crypt grey. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG boss arena projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, the arena fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, the entire arena visible. In the EXACT CENTER of the frame stands a large raised platform where the boss will stand — the platform's materials and design match the zone identity, clearly elevated, imposing, unmistakably the focal point. Around the platform the arena floor is richly dressed with environmental elements and details matching the zone theme, painted directly into the scene. Dramatic cinematic lighting focused on the central platform, deep shadows at the arena edges, ominous powerful atmosphere — but the platform itself clearly lit. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, gritty realistic texture, muted natural tones with strong dramatic accents — NOT cartoon, NOT cel-shaded, NOT neon. No creatures, no characters, no UI, no text, no watermark.",2560x1440,generated
91,Flaming Hellscape,Outdoors,No,Obsidian Flats,floors/backgrounds/floor_091.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Obsidian Flats, Flaming Hellscape zone, outdoors terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/flaming_hellscape_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, molten rivers, obsidian pillars, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,cracked forge,ember rain,chained gate,floors/props/flaming_hellscape/,floors/previews/floor_091_empty.png,pending,floors/previews/floor_091_populated.png,pending,floors/ground_plates/floor_091.png,"Obsidian Flats, Flaming Hellscape zone, Outdoors floor. Cracked black glass stretches for miles, heat rippling up from below. Zone palette: black obsidian, glowing magma orange, ash grey, scorched iron. Open natural terrain floor. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
92,Flaming Hellscape,Cave,No,Forge Tunnel,floors/backgrounds/floor_092.png,"wide panoramic battle background, 1536x1024, no characters, no creatures, no UI, Forge Tunnel, Flaming Hellscape zone, cave terrain, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",1536x1024,prompt_ready,floors/parallax/flaming_hellscape_par.png,"seamless parallax layer, 2304x1024, tileable horizontal, molten rivers, obsidian pillars, atmospheric depth layers, dark-fantasy painterly illustration, dramatic lighting, vivid colors, no text, no watermark",prompt_ready,cracked forge,ember rain,chained gate,floors/props/flaming_hellscape/,floors/previews/floor_092_empty.png,pending,floors/previews/floor_092_populated.png,pending,floors/ground_plates/floor_092.png,"Forge Tunnel, Flaming Hellscape zone, Cave floor. A tunnel lined with old furnace scaffolding, the metal still warm to the touch. Zone palette: black obsidian, glowing magma orange, ash grey, scorched iron. Enclosed interior ground, cavern or den floor, walls fading into shadow at the frame edges. Isometric three-quarter game map view, classic RPG overworld projection, consistent fixed camera angle looking down at about 60 degrees, even parallel projection, ground plane fills the entire frame edge to edge, NO sky, NO horizon line. Camera positioned high and far away, distant elevated viewpoint, wide expansive field of view, a large area of terrain visible, not a close-up. Semi-realistic detailed painterly rendering, grounded dark-fantasy game art, natural and believable, gritty realistic texture with fine detail, subtle color variation, muted natural tones — NOT cartoon, NOT cel-shaded, NOT flat stylized, NOT neon, NOT candy-colored. Moody but clearly lit, balanced mid-tone exposure, NOT too dark, NOT underexposed, NOT washed out. NO paths, NO trails, NO roads, NO man-made structures unless described, untouched wilderness. No creatures, no characters, no free-standing props, no UI, no text, no watermark. The walkable floor surface that creatures stand on.",2560x1440,generated
