ID,Line_ID,Stage,Name,Type_Primary,Type_Secondary,Type_Tertiary,Background_Key,Rarity,Floor_Found,Encounter_Type,Evolves_From,Evolves_To,Evolve_Level,Grade_Attack,Grade_Defense,Grade_Utility,Grade_Speed,Description,Image_Prompt,Image_Path,Home_Zone,Art_Status,BG_Status,Option_Slots,Sync_Status,Revision_Reason
DFMC-167,VOLTMANTLE,2,Arcwing,Avian,Elemental,Aquatic,"White (255,255,255)",Rare,39;51;63,Outdoors,DFMC-166,DFMC-168,65,7,4,3,9,A ray-shaped glider that rides thermals and delivers high-voltage shocks.,"A ray-shaped gliding creature, deep indigo above and pale ghost-white below, branching cyan voltage veins glowing bright through the underside membrane, deeply wrong: its wing edges ripple and crackle constantly even at rest, THREE long filament tails trail behind lined with spark-nodes, its eyes sit atop raised dorsal ridges on stalks, arcs of visible electricity leap between its wingtips, and a second smaller mouth opens on its underside ringed with bioluminescent barbs. Wings spread wide in a gliding combat posture. As a Avian/Elemental creature it also shows layered feathers, a hooked beak, taloned bird feet, folded or spread wings; and its body made of and wreathed in raw element — flame, stone, water or storm — with glowing elemental energy at the seams. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-167.png,Storm Peaks,approved,crop_approved,A,not_imported,
DFMC-168,VOLTMANTLE,3,Voltmantle,Avian,Elemental,Aquatic,"White (255,255,255)",Rare,73;84;96,Fishing,DFMC-167,,,7,4,3,9,A ray-shaped glider that rides thermals and delivers high-voltage shocks.,"The colossal final form of a ray-shaped storm-glider, a huge manta-ray storm-glider GLIDING with no feet, its flat body dominated by MUCH BIGGER, vastly broader manta wings, deep-indigo above and pale below, blazing cyan voltage veins arcing electricity across its flat winged body, a long whip-tail and gill-slits venting charged mist — apex, REARED UPRIGHT in an aggressive vertical attack posture, body raised high with wings flared, its tail transformed into a far longer, far SCARIER heavy whip of crackling forked lightning, thick jagged arcing bolts and wicked barbed prongs at its tip. As a Avian/Elemental/Aquatic creature it also shows layered feathers, a hooked beak, taloned bird feet, folded or spread wings; its body made of and wreathed in raw element — flame, stone, water or storm — with glowing elemental energy at the seams; and waterlogged fins and gill-slits, dripping brine, a bioluminescent deep-sea sheen. On a plain flat pure-white seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, seen from a three-quarter angle, NOT looking at the camera. Large and prominent, the COMPLETE creature (every limb, wing, tail and horn) is fully inside the frame, nothing cut off at any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-168.png,Storm Peaks,approved,crop_approved,A,not_imported,
DFMC-169,COUATL,1,Amphiptere,Serpent,Avian,Dragon,"Green (0,255,0)",Rare,6;18;29,Outdoors,,DFMC-170,33,9,3,4,7,A feathered sky-serpent that lives in cloud cover.,"The infant first stage of a divine feathered sky-serpent, rendered REALISTICALLY with lifelike detailed feathers and scales — NOT cartoonish and NOT cute-stylized: a small young sinuous serpent hatchling sheathed in downy emerald-and-turquoise quetzal plumage with hints of iridescent gold, a small crested bird head with a hooked beak, stubby underdeveloped feathered wings, and one single continuous unbroken plumed tail tapering smoothly to a clean point — clearly a juvenile of its line. As a Serpent/Dragon creature it also shows a long limbless coiling serpentine body, overlapping belly scales, a flicking forked tongue; and heavy overlapping scales, membranous draconic wings, curved horns and a reptilian sneer. On a plain flat pure-white seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, the COMPLETE creature (every coil, wing, feather and tail-tip) fully inside the frame, nothing cut off at any edge, seen from a three-quarter angle, NOT looking at the camera. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-169.png,Storm Peaks,approved,has_chroma,AB,not_imported,
DFMC-170,COUATL,2,Quetzal,Serpent,Avian,Dragon,"White (255,255,255)",Rare,39;52;63,Outdoors,DFMC-169,DFMC-171,66,9,3,4,7,A feathered sky-serpent that lives in cloud cover.,"A divine Mesoamerican feathered sky-serpent (Quetzalcoatl), rendered REALISTICALLY with lifelike detailed feathers and scales, believable natural anatomy and serious painterly realism — NOT cartoonish and NOT cute-stylized: a sinuous serpent body sheathed in brilliant realistic emerald-and-turquoise quetzal plumage with iridescent gold and crimson, a crested bird head with a hooked beak, broad symmetric feathered wings, taloned bird feet and one single continuous unbroken plumed tail — detailed, grounded and mature in tone, with a correctly-formed long sinuous feathered serpent tail that tapers smoothly to a single point (a clean plumed-serpent tail, no malformed or doubled or broken tail). As a Serpent/Avian/Dragon creature it also shows a long limbless coiling serpentine body, overlapping belly scales, a flicking forked tongue; layered feathers, a hooked beak, taloned bird feet, folded or spread wings; and heavy overlapping scales, membranous draconic wings, curved horns and a reptilian sneer. On a plain flat pure-white seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, seen from a three-quarter angle, NOT looking at the camera. Large and prominent, the COMPLETE creature (every limb, wing, tail and horn) is fully inside the frame, nothing cut off at any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-170.png,Storm Peaks,approved,crop_approved,A,not_imported,
DFMC-171,COUATL,3,Couatl,Serpent,Avian,Dragon,"Green (0,255,0)",Rare,73;85;96,Fishing,DFMC-170,,,9,3,4,7,A feathered sky-serpent that lives in cloud cover.,"The colossal final form of a divine feathered sky-serpent, rendered REALISTICALLY with lifelike detailed feathers and scales, believable natural anatomy and serious painterly realism — NOT cartoonish and NOT cute-stylized: a vast sinuous serpent body sheathed in brilliant realistic emerald-and-turquoise quetzal plumage with iridescent gold and crimson, a great crested bird head with a hooked beak, enormous broad symmetric feathered wings, taloned bird feet and one single continuous unbroken plumed tail that tapers smoothly to a single point — apex, divine and majestic, far grander and more powerful than its mid form. As a Serpent/Dragon creature it also shows a long limbless coiling serpentine body, overlapping belly scales, a flicking forked tongue; and heavy overlapping scales, membranous draconic wings, curved horns and a reptilian sneer. On a plain flat pure-white seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, the COMPLETE creature (every coil, wing, feather and tail-tip) fully inside the frame, nothing cut off at any edge, seen from a three-quarter angle, NOT looking at the camera. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-171.png,Storm Peaks,pending,has_chroma,A,not_imported,
DFMC-172,TYPHON,1,Tempest,Dragon,Elemental,,"Green (0,255,0)",Super Rare,6;22,Outdoors,,DFMC-173,36,9,8,3,5,"A serpentine storm-dragon that exists inside the tempest, crackling with lightning.","The infant TEMPEST first stage of this storm-dragon: a small hatchling wyrmling closely matching the anatomy, silhouette and palette of its adult form in miniature — the same horn buds, wing-shape and elemental storm coloring, small and young. As a Dragon/Elemental creature it also shows heavy overlapping scales, membranous draconic wings, curved horns and a reptilian sneer; and its body made of and wreathed in raw element — flame, stone, water or storm — with glowing elemental energy at the seams. On a plain flat pure-white seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies the CENTER 70% of the frame, large and prominent, with clear empty background margins on all sides — the COMPLETE creature (every limb, wing, tail and horn) is fully inside the frame, nothing cut off at any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-172.png,Storm Peaks,approved,crop_approved,A,not_imported,
DFMC-173,TYPHON,2,Typhoon,Dragon,Elemental,,"Charcoal (20,20,20)",Super Rare,39;55,Outdoors,DFMC-172,DFMC-174,68,9,8,3,5,"A serpentine storm-dragon that exists inside the tempest, crackling with lightning.","A wholly unique WIND-storm dragon of roaring gale and racing cloud with NO lightning and NO thunder anywhere: a serpentine cloud-and-wind body that dissolves into spiraling wind-vortices and torn streaming cloud, a crown of swirling gale about its head, wings of curved rushing wind, its whole form made of moving air, mist and cloud. Absolutely NO electricity, NO lightning bolts, NO sparks and NO storm-glow — only wind, gale, cloud and flying debris. As a Dragon/Elemental creature it also shows heavy overlapping scales, membranous draconic wings, curved horns and a reptilian sneer, its body made of and wreathed in raw element — flame, stone, water or storm — with glowing elemental energy at the seams. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-173.png,Storm Peaks,approved,bg_approved,A,not_imported,
DFMC-174,TYPHON,3,Typhon,Dragon,Elemental,,"Green (0,255,0)",Super Rare,73;88,Fishing,DFMC-173,,,9,8,3,5,"A serpentine storm-dragon that exists inside the tempest, crackling with lightning.","The colossal final form of a WIND dragon, a towering tempest-serpent of roaring gale and racing cloud with NO lightning and NO thunder anywhere: a vast serpentine body of spiraling wind-vortices and streaming cloud, a crown of swirling gale and wings of curved rushing wind — pure wind, mist and cloud, absolutely NO electricity, NO lightning and NO sparks, far larger, scarier and more feature-rich than its prior form — a true apex evolution: multiple storm-wreathed serpentine heads, a crown of jagged horns, additional membranous storm-wings, and a body wreathed in roaring elemental tempest. As a Dragon/Elemental creature it also shows heavy overlapping scales, membranous draconic wings, curved horns and a reptilian sneer, its body made of and wreathed in raw element — flame, stone, water or storm — with glowing elemental energy at the seams. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else — NO floor, NO ground plane, NO surface, NO ground-cast shadow, the creature is not standing on anything. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies the CENTER 70% of the frame, large and prominent, with clear empty background margins on all sides — the COMPLETE creature (every limb, wing, tail and horn) is fully inside the frame, nothing cut off at any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-174.png,Storm Peaks,approved,crop_approved,A,not_imported,
DFMC-175,ANZU,1,Ziz,Avian,Eldritch,,"White (255,255,255)",Rare,7;23,Fishing,,DFMC-176,37,4,2,8,10,An impossible-winged storm-bird whose gale has blown unbroken for centuries.,"A young storm-bird chick with impossibly oversized stubby wings it cannot yet control, plumage slate-grey streaked with pale static-white, deeply wrong: faint gale-wind already curls the down around it, four small pale eyes, an oversized hooked beak too big for its head, tiny lightning arcs flicker between its wingtip feathers, and its taloned feet grip as if bracing against a wind only it feels. Fluffy, juvenile, unsteady but defiant. As a Avian/Eldritch creature it also shows layered feathers, a hooked beak, taloned bird feet, folded or spread wings; and cosmic-horror features that should not exist — extra eyes, writhing appendages, an alien wrongness. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-175.png,Storm Peaks,approved,bg_approved,A,not_imported,
DFMC-176,ANZU,2,Simurgh,Avian,Eldritch,,"White (255,255,255)",Rare,41;56,Cave,DFMC-175,DFMC-177,69,4,2,8,10,An impossible-winged storm-bird whose gale has blown unbroken for centuries.,"A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, evolved into its towering adult form: a colossal storm-bird with a lion's muzzle ending in a hard beak tip, its mane a ruff of bronze feathers streaked gale-white, carrying FOUR wings with the second pair jointed impossibly, taloned front limbs, a body wracked by the endless gale it generates — VASTLY larger and more developed than the reference, same materials and palette, clearly the next evolution. As a Avian/Eldritch creature it also shows layered feathers, a hooked beak, taloned bird feet, folded or spread wings; and cosmic-horror features that should not exist — extra eyes, writhing appendages, an alien wrongness. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-176.png,Storm Peaks,approved,bg_approved,A,not_imported,
DFMC-177,ANZU,3,Anzu,Avian,Eldritch,,"White (255,255,255)",Rare,74;89,Cave,DFMC-176,,,4,2,8,10,An impossible-winged storm-bird whose gale has blown unbroken for centuries.,"A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, evolved into its FINAL and most monstrous form: a titanic storm-bird ANZU, VASTLY larger than the reference, its lion-muzzled beaked head crowned with wild bronze gale-torn feathers, SIX or more impossible wings spread across the sky each jointed wrongly, taloned limbs, a body wracked by an endless screaming gale, eldritch eyes down its wings — EVERY feature exaggerated, same materials and palette as the reference. As a Avian/Eldritch creature it also shows layered feathers, a hooked beak, taloned bird feet, folded or spread wings; and cosmic-horror features that should not exist — extra eyes, writhing appendages, an alien wrongness. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left, occupying only the CENTER 70% of the frame with generous margin. Richly saturated vivid colors, dramatic dark-fantasy rim lighting, deep shadows, NOT washed out, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-177.png,Storm Peaks,pending,bg_approved,A,not_imported,
DFMC-178,STORMFATHER,1,Riptide,Dragon,Elemental,,"Charcoal (20,20,20)",Super Super Rare,5;16;27,Outdoors,,DFMC-179,36,10,4,3,9,A dragon fully merged with a permanent storm — the storm is the creature.,"The infant first stage of a storm-dragon patriarch line: a small young storm-dragonling of churning water and cloud, tiny wings, a nascent horned head and wisps of spray and mist — young and fierce. As a Dragon/Elemental creature it also shows heavy overlapping scales, membranous draconic wings, curved horns and a reptilian sneer, its body made of and wreathed in raw element — flame, stone, water or storm — with glowing elemental energy at the seams. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, NO FLOOR, NO GROUND PLANE, NO ground, NO cast shadow on any floor — the creature sits against a plain seamless backdrop with empty space all around it and is NOT standing on any visible floor or surface, no scenery, no detached parts.",codex/images/DFMC-178.png,Storm Peaks,approved,crop_approved,A,not_imported,
DFMC-179,STORMFATHER,2,Maelstrom,Dragon,Elemental,,"Green (0,255,0)",Super Super Rare,38;49;61,Cave,DFMC-178,DFMC-180,73,10,4,3,9,A dragon fully merged with a permanent storm — the storm is the creature.,"A dragon fully merged with a living storm — a horned head and forequarters of blue-black scale emerging from a mass of thundercloud that is the rest of its body. Lightning veins flash inside the cloud like a glimpsed skeleton, its eyes are twin rotating storm cells, its claws condense out of falling rain, and silver rain streaks fall from its underside. As a Dragon/Elemental creature it also shows heavy overlapping scales, membranous draconic wings, curved horns and a reptilian sneer; and its body made of and wreathed in raw element — flame, stone, water or storm — with glowing elemental energy at the seams. On a solid flat chroma-key green background, just the creature and nothing else. Full body, centered, painterly dark-fantasy illustration, dramatic rim lighting with clear mid-key exposure, vivid readable colors, one single cohesive creature, no text, no props, no scenery. No floating or detached parts.",codex/images/DFMC-179.png,Storm Peaks,approved,crop_approved,A,not_imported,
DFMC-180,STORMFATHER,3,Charybdis,Dragon,Elemental,,"Charcoal (20,20,20)",Super Super Rare,72;83;94,Cave,DFMC-179,,,10,4,3,9,A dragon fully merged with a permanent storm — the storm is the creature.,"A colossal WATER dragon patriarch, a leviathan of living ocean water, its vast body a churning translucent blue-green torrent given dragon form; it has EXACTLY TWO wings — one single wing on the left and one single wing on the right, a matched pair of cascading-water wings, NOT three wings and with NO extra or middle wing; a great horned head crowned with coral, a long finned serpentine tail, foam and spray trailing. As a Dragon/Elemental creature it also shows heavy overlapping scales, membranous draconic wings, curved horns and a reptilian sneer, its body made of and wreathed in raw element — flame, stone, water or storm — with glowing elemental energy at the seams. On a plain flat dark charcoal #141414 seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-180.png,Storm Peaks,approved,bg_approved,A,not_imported,
DFMC-181,BOGHOPPER,1,Spawn,Amphibian,,,"Magenta (255,0,255)",Common,7;17;28,Fishing,,DFMC-182,29,3,6,7,4,A bloated toad that inflates into a ball and launches itself.,"Generated from the Stage 2 reference image: the infant version of this creature on the same chroma magenta background, just the creature and nothing else. As a Amphibian creature it also shows moist glistening amphibian skin, webbed digits, a soft translucent throat sac.",codex/images/DFMC-181.png,Sunken Bog,needs_art_revision,bg_approved,A,not_imported,legacy_gen_model (not gpt-image-2)
DFMC-182,BOGHOPPER,2,Froglet,Amphibian,,,"Magenta (255,0,255)",Common,41;51;62,Outdoors,DFMC-181,DFMC-183,57,3,6,7,4,A bloated toad that inflates into a ball and launches itself.,"A toad inflated into a near-perfect ball, mud-brown with ochre blotches and a cream belly stretched shiny with pressure lines. Its legs are comically small against the sphere, its nostrils are puckered pressure valves, its eyes retract flush into the skin, and its warts have hardened into pale barnacle-like studs. As a Amphibian creature it also shows moist glistening amphibian skin, webbed digits, a soft translucent throat sac. On a solid flat chroma-key magenta background, just the creature and nothing else. Full body, centered, painterly dark-fantasy illustration, dramatic rim lighting with clear mid-key exposure, vivid readable colors, one single cohesive creature, no text, no props, no scenery. No floating or detached parts.",codex/images/DFMC-182.png,Sunken Bog,needs_art_revision,bg_approved,A,not_imported,legacy_gen_model (not gpt-image-2)
DFMC-183,BOGHOPPER,3,Boghopper,Amphibian,,,"Magenta (255,0,255)",Common,74;84;95,Cave,DFMC-182,,,3,6,7,4,A bloated toad that inflates into a ball and launches itself.,"Generated from the Stage 2 reference image: the final form evolution version of this creature on the same chroma magenta background, just the creature and nothing else. As a Amphibian creature it also shows moist glistening amphibian skin, webbed digits, a soft translucent throat sac.",codex/images/DFMC-183.png,Sunken Bog,approved,crop_approved,A,not_imported,
DFMC-184,MIRENEWT,1,Newtling,Amphibian,,,"White (255,255,255)",Common,7;18;28,Fishing,,DFMC-185,30,4,2,7,7,An elongated newt that secretes hallucinogenic mucus.,"A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, as its INFANT larval stage: a small young newt-larva in the same oil-black skin with orange warning-coils as the reference, a soft simple form with feathery external gills, tiny limbs, a wisp of mucus — clearly a juvenile of the reference creature. As a Amphibian creature it also shows moist glistening amphibian skin, webbed digits, a soft translucent throat sac. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left, occupying only the CENTER 70% of the frame with generous margin. Richly saturated vivid colors, dramatic dark-fantasy rim lighting, deep shadows, NOT washed out, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-184.png,Sunken Bog,pending,bg_approved,A,not_imported,
DFMC-185,MIRENEWT,2,Eft,Amphibian,,,"Charcoal (20,20,20)",Common,41;52;62,Outdoors,DFMC-184,DFMC-186,58,4,2,7,7,An elongated newt that secretes hallucinogenic mucus.,"An elongated newt in slick oil-black, marked down each flank with spiraling hallucinogen-bright orange warning coils, deeply wrong: feathery external gills flare shocking-pink at its neck, ropes of clear glistening mucus drip from its skin, each foot carries overlong splayed sticky toes, its eyes are milky and lidless, and its back ripples with soft toxic glands. As a Amphibian creature it also shows moist glistening amphibian skin, webbed digits, a soft translucent throat sac. On a plain flat dark charcoal (#141414) seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-185.png,Sunken Bog,approved,bg_approved,A,not_imported,
DFMC-186,MIRENEWT,3,Mirenewt,Amphibian,,,"White (255,255,255)",Common,74;85;95,Cave,DFMC-185,,,4,2,7,7,An elongated newt that secretes hallucinogenic mucus.,"A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, evolved into its FINAL form: a huge elongated newt, VASTLY larger than the reference, oil-black skin dripping hallucinogenic mucus, orange warning-coils blazing wider, enormous feathery gill-fans, swollen toxic glands, milky lidless eyes — EVERY feature exaggerated, same materials and palette as the reference. As a Amphibian creature it also shows moist glistening amphibian skin, webbed digits, a soft translucent throat sac. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left, occupying only the CENTER 70% of the frame with generous margin. Richly saturated vivid colors, dramatic dark-fantasy rim lighting, deep shadows, NOT washed out, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-186.png,Sunken Bog,pending,bg_approved,A,not_imported,
DFMC-187,ROTFLY,1,Nit,Insect,Undead,,"White (255,255,255)",Common,8;18;28,Cave,,DFMC-188,24,6,2,4,8,A fly that breeds in corpses and carries a reanimating plague.,"The infant maggot stage of a corpse-breeding plague-fly: a small pale writhing corpse-maggot in a necrotic grey-green palette, a soft segmented grub-body slick with grave-fluid, tiny forming mouthparts, and a faint reanimating rot-glow beneath translucent skin — a young undead fly-larva, menacing not cute. As a Insect/Undead creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings, decayed rotting flesh over exposed bone, sunken hollow eye-sockets, a desiccated grave-touched look. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body, seen from a three-quarter angle, NOT looking at the camera. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-187.png,Sunken Bog,approved,bg_approved,A,not_imported,
DFMC-188,ROTFLY,2,Blowfly,Insect,Undead,,"White (255,255,255)",Common,42;52;62,Outdoors,DFMC-187,DFMC-189,59,6,2,4,8,A fly that breeds in corpses and carries a reanimating plague.,"A monstrous corpse-born plague-fly, deeply wrong and utterly unlike any normal fly: a bloated segmented corpse-grey body slung low on six barbed legs, FOUR mismatched wings mottled like old bruises beating at different rhythms, a translucent abdomen visibly squirming with a packed writhing brood inside, a long rigid drilling proboscis-spike like a syringe dripping reanimating ichor, clustered dull-red compound eyes sunken into a bone-plated skull-like head, tufts of coarse gravedirt bristles, and threads of necrotic slime trailing behind — far larger and more horrific than any real fly. As a Insect/Undead creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and decayed rotting flesh over exposed bone, sunken hollow eye-sockets, a desiccated grave-touched look. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left. The creature occupies only the CENTER 70% of the frame with generous empty background on all sides — nothing even close to any edge. Richly saturated vivid colors, dramatic dark-fantasy rim lighting with deep shadows, moody painterly rendering, NOT washed out, NOT overexposed, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-188.png,Sunken Bog,approved,bg_approved,A,not_imported,
DFMC-189,ROTFLY,3,Rotfly,Insect,Undead,,"White (255,255,255)",Common,75;85;95,Cave,DFMC-188,,,6,2,4,8,A fly that breeds in corpses and carries a reanimating plague.,"A fresh painterly dark-fantasy illustration of the very same creature shown in the reference image, evolved into its FINAL form: a monstrous plague-fly, VASTLY larger than the reference, a bloated corpse-grey body, MORE mismatched wings, an enormous drilling proboscis, a translucent brood-packed abdomen, clustered dead-red eyes on a skull-head, necrotic slime trailing — EVERY feature exaggerated, same materials and palette as the reference. As a Insect/Undead creature it also shows a chitinous insectoid body, compound eyes, thin multi-jointed legs and buzzing wings; and decayed rotting flesh over exposed bone, sunken hollow eye-sockets, a desiccated grave-touched look. On a plain flat pure-white seamless backdrop, just the creature and nothing else. Full body in a natural combat-ready stance facing an opponent, seen from a three-quarter angle, NOT looking at the camera, facing toward the left, occupying only the CENTER 70% of the frame with generous margin. Richly saturated vivid colors, dramatic dark-fantasy rim lighting, deep shadows, NOT washed out, one single cohesive creature, no text, no props, no scenery, no floating or detached parts.",codex/images/DFMC-189.png,Sunken Bog,pending,bg_approved,A,not_imported,
DFMC-190,LICHFROG,1,Tadpole,Amphibian,Undead,,"Magenta (255,0,255)",Uncommon,6;16;26,Outdoors,,DFMC-191,32,3,7,8,4,"A half-decomposed frog animated by bog-magic, still breathing.","Generated from the Stage 2 reference image: the infant version of this creature on the same chroma magenta background, just the creature and nothing else. As a Amphibian/Undead creature it also shows moist glistening amphibian skin, webbed digits, a soft translucent throat sac; and decayed rotting flesh over exposed bone, sunken hollow eye-sockets, a desiccated grave-touched look.",codex/images/DFMC-190.png,Sunken Bog,approved,crop_approved,A,not_imported,
DFMC-191,LICHFROG,2,Wight,Amphibian,Undead,,"Magenta (255,0,255)",Uncommon,39;49;59,Outdoors,DFMC-190,DFMC-192,65,3,7,8,4,"A half-decomposed frog animated by bog-magic, still breathing.","A half-decomposed frog in mottled grey-green, patches of skin gone to expose yellowed bone, animated and still breathing. A cold blue witch-glow burns inside its open chest cavity, one eye socket is empty but for a point of the same light, its torn throat sac still inflates through the rents, and several toes are missing to bare bone. As a Amphibian/Undead creature it also shows moist glistening amphibian skin, webbed digits, a soft translucent throat sac; and decayed rotting flesh over exposed bone, sunken hollow eye-sockets, a desiccated grave-touched look. On a solid flat chroma-key magenta background, just the creature and nothing else. Full body, centered, painterly dark-fantasy illustration, dramatic rim lighting with clear mid-key exposure, vivid readable colors, one single cohesive creature, no text, no props, no scenery. No floating or detached parts.",codex/images/DFMC-191.png,Sunken Bog,approved,has_chroma,A,not_imported,
